REPORT_NO,CONTRIB_TYPE,CONTRIB_CODE,PERSON_ID,VEHICLE_ID
AA00790002,Person,15,6514590a-9d5b-494a-bd56-360c9ebab858,
AA00790002,Person,74.88,6514590a-9d5b-494a-bd56-360c9ebab858,
ADI870000P,Person,70.88,53355789-2011-4706-bc8c-61b5edd48dc4,
ADI870000P,Person,00,ed65b7c5-fa88-4239-baa3-f0ae73822d2e,
AA01240005,Person,00,316588b8-09e2-4d05-8d08-537a7b4cf0d7,
AE488000CJ,Person,22,72cfa620-26fc-46c8-9180-1f0f82c07144,
MCP2475000S,Person,00,695c6232-23a1-4660-ba82-9e64b0ba11df,
AC10280018,Person,21,c62386e8-e692-43b0-9133-9451f363f40b,
AC10280018,Person,07,c62386e8-e692-43b0-9133-9451f363f40b,
MCP2475000S,Person,23,5c33d3f3-883c-4e05-beda-17fadcc820d0,
AC2025001D,Person,09,562a1de6-5b0e-447b-a13f-bf25de694fb7,
AC2025001D,Person,00,c694d08a-1792-43d6-b1b8-b72ebc0d74e0,
MSP56790085,Person,09,0eb01260-2066-47de-a646-45a4514da4bc,
AE5478000W,Person,00,a73bf027-2524-48a7-9fcc-5d846ab34567,
MSP6418000K,Person,00,a338e043-3c3a-4d7d-a5cc-a943d2893c8e,
AC1637003D,Person,00,ac73eabf-cef3-47d8-88a2-30c0e968b2dd,
AC1637003D,Person,00,ee2e21ce-b14f-43a6-83d5-e8e368c3e3e8,
AC1637003D,Person,00,82b8aa67-6b87-49a7-9a88-138e150169b4,
AC1637003D,Person,00,52e9bd61-0946-4c7f-8535-17c3c7571a74,
CX01060005,Person,07,00e67e8c-eed9-41c5-8a77-b60363eddcd8,
CX01060005,Person,00,fc825735-b0c9-4681-b45e-898eb165ed6f,
MSP5689000T,Person,22,6a7b2f2e-81e9-4ece-a224-3508445fb403,
MSP5689000T,Person,00,58d6fca1-0141-465e-9ee1-d9b3f7886650,
ADI126000F,Person,07,b6bd6885-5344-4832-8dac-9af800c85f9d,
ZW0139000H,Person,09,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,15,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,18,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,21,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,39.88,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,75.88,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,09,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,07,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ZW0139000H,Person,15,5669a9a9-7a5e-423d-ac7a-f9d55432c747,
ADI7350006,Person,00,bfd78a71-dc55-4c52-845a-55a937f0d76d,
ADJ7140013,Person,40.88,88f7600d-4e4f-41f5-b63e-f4ae172b55f2,
ADJ7140013,Person,00,41c41a71-9dee-465b-8d59-34d52e04b76b,
MCP2933000R,Person,00,f793fc3b-fdb2-44ae-992b-14eaac0d2d24,
MCP2933000R,Person,00,33803bf9-6a45-487b-8724-2864d9ae1ba5,
MTA0107000F,Person,09,9361ce70-0518-47a5-977e-5c8a745eccc4,
MTA0107000F,Person,11,9361ce70-0518-47a5-977e-5c8a745eccc4,
MTA0107000F,Person,07,9361ce70-0518-47a5-977e-5c8a745eccc4,
MTA0107000F,Person,00,cb247bf3-0f40-4439-a6d2-d56109a2bc7e,
AC1228000Q,Person,00,a6107deb-42e3-4bf9-a1c7-15157e196b3b,
MSP6293002Q,Person,02,55bfe532-9f95-46ac-ad04-75a635563c8f,
MSP6293002Q,Person,21,55bfe532-9f95-46ac-ad04-75a635563c8f,
MSP6293002Q,Person,60.88,55bfe532-9f95-46ac-ad04-75a635563c8f,
MSP6293002Q,Person,00,bf66f8e3-b41e-425b-a4c4-9bd4cf338258,
MSP6297003T,Person,07,683bf15b-094d-4662-9ca0-d1acd58d3e42,
MSP6297003T,Person,21,683bf15b-094d-4662-9ca0-d1acd58d3e42,
MSP5820005Q,Person,09,85ffa8cf-c1b4-49f2-a0f4-1d37f41c6dba,
MSP5820005Q,Person,14,85ffa8cf-c1b4-49f2-a0f4-1d37f41c6dba,
MSP5820005Q,Person,39.88,85ffa8cf-c1b4-49f2-a0f4-1d37f41c6dba,
MSP5820005Q,Person,75.88,85ffa8cf-c1b4-49f2-a0f4-1d37f41c6dba,
MSP5820005Q,Person,03,85ffa8cf-c1b4-49f2-a0f4-1d37f41c6dba,
MSP56570032,Person,07,b7eb8515-4cc4-47d5-95d2-29e4640aa020,
MSP56570032,Person,11,b7eb8515-4cc4-47d5-95d2-29e4640aa020,
MSP56570032,Person,24,b7eb8515-4cc4-47d5-95d2-29e4640aa020,
MSP56570032,Person,00,089f38a6-352b-4181-950a-30e012818fe5,
DA37930019,Person,00,06654f7b-e5b2-4f13-aab8-f21c220008fd,
DA37930019,Person,60.88,a3644532-3000-4383-b5f3-01889a29e28d,
DA37930019,Person,07,a3644532-3000-4383-b5f3-01889a29e28d,
DD55630006,Person,07,7b19d560-9f36-403b-b54c-f62425a40181,
MSP61390032,Person,02,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
MSP61390032,Person,07,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
MCP10020007,Person,01,5549970a-9ae1-420f-b8ec-f4f47bf066e8,
MCP10020007,Person,05,5549970a-9ae1-420f-b8ec-f4f47bf066e8,
MCP10020007,Person,08,5549970a-9ae1-420f-b8ec-f4f47bf066e8,
MSP61390032,Person,39.88,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
MSP61390032,Person,60.88,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
AE4616000S,Person,07,12823c05-ecef-448c-8983-cdef5de0cdc8,
MCP10020007,Person,14,5549970a-9ae1-420f-b8ec-f4f47bf066e8,
AE4616000S,Person,23,12823c05-ecef-448c-8983-cdef5de0cdc8,
MSP61390032,Person,70.88,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
MSP61390032,Person,75.88,3caf5583-6bf7-4f77-b42a-7fe3eea3c070,
MCP10020007,Person,00,7211d7e4-66a6-41f7-b33c-6d11f1d867b9,
AE4616000S,Person,00,e4103be7-e35a-4eca-8bf4-eef17f90fdba,
MSP47500028,Person,11,4e17e8a2-393c-4b50-8d10-3ab9d256e15c,
MDTA1304000D,Person,07,c57c3b7e-afe3-4d19-b146-a54f50b2498c,
MDTA1304000D,Person,00,8607bbd5-15eb-4bac-b0d2-143ffcaede0e,
MSP61390032,Person,00,4bc9b94f-d678-4807-9bc3-4d490cd69c8a,
AE5141000T,Person,02,1bcc34d4-06f7-415a-b31f-fed26320dfc2,
MCP3002000C,Person,02,a685748f-c114-4a87-8721-361b6a8324f6,
MCP3002000C,Person,21,a685748f-c114-4a87-8721-361b6a8324f6,
AE5300000C,Person,00,560f544f-b84c-4b8f-8602-1d86ea61d30f,
AE5300000C,Person,00,3fb3a005-abba-46a7-a443-6f1a4b9d3fd9,
ADH268001X,Person,00,f07a6d35-b348-4d5d-80ac-0d4ef9621996,
AE45460033,Person,07,deac698b-7797-4288-b701-e7e8f88c5f6f,
AE45460033,Person,21,deac698b-7797-4288-b701-e7e8f88c5f6f,
AE45460033,Person,00,bbbfcb24-6e16-4b0c-83f1-1712d06ba5ca,
MSP6459002Q,Person,21,32772bcd-2b3d-4953-b7ff-2881ad3eabf1,
MSP6586000Y,Person,11,6bd6bf4b-227b-44b2-8e08-7ba7ca9ea6d4,
MSP6586000Y,Person,13,6bd6bf4b-227b-44b2-8e08-7ba7ca9ea6d4,
MSP6586000Y,Person,07,6bd6bf4b-227b-44b2-8e08-7ba7ca9ea6d4,
AE5525002K,Person,22,1183136b-149c-40d0-95f3-adfc0b1b1b61,
MSP6586000Y,Person,60.88,6bd6bf4b-227b-44b2-8e08-7ba7ca9ea6d4,
AE5525002K,Person,60.88,1183136b-149c-40d0-95f3-adfc0b1b1b61,
MSP6586000Y,Person,00,8b7be1b5-f406-43ed-be0f-dc55211ea394,
AE5525002K,Person,07,1183136b-149c-40d0-95f3-adfc0b1b1b61,
AE5525002K,Person,00,850bda93-0f31-44e5-9737-95d2855a5623,
BS0427000J,Person,02,ceeb719c-a9d0-45e0-850b-85d508b2345f,
BS0427000J,Person,06,ceeb719c-a9d0-45e0-850b-85d508b2345f,
ADJ520000K,Person,00,f56267ce-b91d-4932-9cdd-2c08a22754b4,
MSP5999000R,Person,23,2e356312-d048-4cec-8878-461f0d7ce9a1,
MSP5999000R,Person,00,b3805405-ea76-455d-8c52-dd6a99882fa0,
MSP5826002J,Person,09,1acfea2f-b6be-4355-bc3b-45d2f0adcfc4,
MSP5826002J,Person,07,1acfea2f-b6be-4355-bc3b-45d2f0adcfc4,
MSP5826002J,Person,00,4754f624-c8aa-4920-a097-fccff9423cd0,
ADJ3660011,Person,00,3e40b4f6-0616-4d7b-b45e-d39384ee61eb,
ADJ3660011,Person,70.88,846bed7a-bd59-42e4-9782-6e6941b80820,
MCP9379000M,Person,00,04b75f32-67ec-4f9c-947d-4f5176106dd5,
AE4179001V,Person,09,a444c6b6-dc8c-4b9b-a1ca-e06a51422176,
MCP9379000M,Person,00,67af4901-2c83-4e94-8bae-cc5d6b58fb2c,
AE4179001V,Person,07,a444c6b6-dc8c-4b9b-a1ca-e06a51422176,
AE4179001V,Person,39.88,a444c6b6-dc8c-4b9b-a1ca-e06a51422176,
ADI2570006,Person,00,ecedb4bb-76a0-4df6-b119-4c879fdd6a8c,
MSP2549000Z,Person,00,f3cc7503-1706-4b85-846b-7025bd609853,
BJ0159001D,Person,00,7a72e358-1117-4c46-83ed-5720ce6be859,
BJ0159001D,Person,00,6f02c9c3-fe64-48e5-a579-dd7d6c32a81b,
CB5824000Y,Person,21,766bd893-4428-45ec-8bf8-f9148a860480,
CB5824000Y,Person,21,ec1238a2-f971-4fc6-8d9f-c510a880033a,
MSP4641006N,Person,07,5805015a-e2a8-4a09-9964-e13f97a5001e,
MSP4641006N,Person,21,5805015a-e2a8-4a09-9964-e13f97a5001e,
MSP4641006N,Person,22,5805015a-e2a8-4a09-9964-e13f97a5001e,
MSP4641006N,Person,00,54aee106-65b8-4864-bcbc-3fb015aeb641,
MSP4641006N,Person,07,562186f3-eb79-4d08-b0e8-5b0befba5a21,
MSP4641006N,Person,21,562186f3-eb79-4d08-b0e8-5b0befba5a21,
MSP4641006N,Person,22,562186f3-eb79-4d08-b0e8-5b0befba5a21,
MSP4641006N,Person,00,7eb059be-b60d-4ebd-a6f6-1d82cb91b5af,
MSP61710063,Person,09,22b33c55-d572-432c-960b-48c41f13bfe6,
MSP61710063,Person,73.88,22b33c55-d572-432c-960b-48c41f13bfe6,
MSP61710063,Person,00,7de2637e-4ed7-49b8-b4b1-7b07be4544d2,
ZD4544000P,Person,21,210f39c9-8198-42c7-9a4a-87e56c2d66be,
ZD4544000P,Person,22,210f39c9-8198-42c7-9a4a-87e56c2d66be,
ZD4544000P,Person,07,210f39c9-8198-42c7-9a4a-87e56c2d66be,
ZD4544000P,Person,00,6e5065e5-d81a-461d-a38f-2201c8bd6d81,
CB5644000D,Person,11,b73aa248-0ab3-4a5b-877a-5590a1a67553,
CB5644000D,Person,07,b73aa248-0ab3-4a5b-877a-5590a1a67553,
CB5644000D,Person,75.88,b73aa248-0ab3-4a5b-877a-5590a1a67553,
ZH0502000M,Person,11,9339c41f-2cbb-4d55-a206-cca8cb38ed1e,
CB5644000D,Person,21,b73aa248-0ab3-4a5b-877a-5590a1a67553,
CB5644000D,Person,26,b73aa248-0ab3-4a5b-877a-5590a1a67553,
ZH0502000M,Person,00,01b1fccf-132d-4300-9dda-c45935be0608,
CB5644000D,Person,24,b73aa248-0ab3-4a5b-877a-5590a1a67553,
AE4314000H,Person,07,d6f30f73-f5a5-4c02-9f38-7b553374f154,
AE4314000H,Person,18,d6f30f73-f5a5-4c02-9f38-7b553374f154,
ADJ463000T,Person,00,3d35fb8c-e3f0-44d8-9db5-631ea77f1e02,
DA3837000V,Person,00,e9781313-933c-4fc5-ac20-472978eec5d0,
MSP6139002T,Person,22,f2e03f7a-8f39-4c83-bbf4-67f4252e6c01,
MSP6139002T,Person,00,f50ab111-ce24-48c0-8f63-45f8b473fb70,
ADH771000F,Person,00,d1bd4152-2db3-4c4f-a676-da8036d7a1fe,
ADH771000F,Person,00,aea66877-0a3c-462b-a142-fd9885ccef2a,
ZL0899000H,Person,07,5d873335-f71e-4f9d-b324-ea693f08fac4,
DA33780009,Person,07,392492ca-2b0c-412c-9fa7-12fede54b3af,
DA33780009,Person,00,280e381f-f70c-4245-b065-5ea656e60399,
DA3746000Z,Person,21,2aff761d-31e5-4c82-88c8-aaa1315420a2,
ADJ3660014,Person,00,dfe5fe7b-3b19-47ad-8b60-6acd0a1f8e6b,
ADJ3660014,Person,25,f6e84ca6-df99-4d3d-8a69-3c34a8c9fff9,
ADJ535000M,Person,00,4cc6b18a-2df6-43b5-a058-15bcf2c87d84,
ADJ535000M,Person,00,cb7a6a8c-523e-4558-8864-3dbf35f05f88,
MSP6418000G,Person,00,6af8be15-0cf8-4242-abe8-a18816985052,
ZR03160001,Person,11,ffab76cb-e57a-4201-acad-577c245e6d2c,
ZR03160001,Person,07,ffab76cb-e57a-4201-acad-577c245e6d2c,
ZR03160001,Person,00,13b4ae35-2b0a-43f6-93db-124462e3ed1e,
MCP11740014,Person,07,07eaef26-0a85-4f98-9d97-bd662ff5033d,
AS03290007,Person,12,f35d1da0-f43b-45c2-8d95-967fe35b7878,
AS03290007,Person,00,e582d01e-eab9-41b0-b87f-e43d14671ca6,
ADH707001D,Person,00,a68fbb59-2b7e-4a04-b4ee-121c1f9d7daf,
ADH707001D,Person,00,59f78cf8-2371-4a44-ad27-209d2359e259,
AJ0122000X,Person,07,3a848be2-313d-4822-8254-bd864347c260,
MSP6165005X,Person,21,76ab25d2-c6f2-45bd-b5f3-36f879505249,
MSP6165005X,Person,22,76ab25d2-c6f2-45bd-b5f3-36f879505249,
AJ0122000X,Person,00,6452b862-c8ca-47e1-97b6-8d97c4d696f7,
MSP6165005X,Person,00,7f7b888c-7dec-4d36-ae2f-0959c92723aa,
AC17750014,Person,00,e69b20dc-4879-4899-9993-291a2d2ac222,
BS0492000D,Person,07,bfc80db5-f0cb-42ba-b9e5-a65693faefa4,
DA29750007,Person,28,e4c70356-b6ff-4421-bc55-c00ef319d0cd,
DA29750007,Person,73.88,e4c70356-b6ff-4421-bc55-c00ef319d0cd,
DA29750007,Person,00,d7e72925-369c-48e5-9201-411b5fb8cb85,
DA3879000Q,Person,07,daf6fda0-47ee-436d-ae4e-2817486cd602,
DA3879000Q,Person,21,daf6fda0-47ee-436d-ae4e-2817486cd602,
BS0492000D,Person,00,e6c50d96-4e9f-4cc4-8f08-76cc4ca3f75c,
MCP12200032,Person,00,a2c155ce-76b2-4abb-976b-3b59761cebea,
MSP5549000P,Person,07,79221db5-8636-4bbc-91dd-4bd7d462ebd9,
MSP5549000P,Person,09,79221db5-8636-4bbc-91dd-4bd7d462ebd9,
MSP5549000P,Person,14,79221db5-8636-4bbc-91dd-4bd7d462ebd9,
MSP5549000P,Person,00,a11bd217-cd92-4d9a-ac34-eb72c62bcdb2,
MCP9438000Q,Person,00,103c2f52-3572-4ae3-94e3-5b4ffd2379f1,
MCP9438000Q,Person,07,efdcf9ae-6899-4b32-b484-6b8ee2e1e49e,
MCP9438000Q,Person,09,efdcf9ae-6899-4b32-b484-6b8ee2e1e49e,
MCP9438000Q,Person,15,efdcf9ae-6899-4b32-b484-6b8ee2e1e49e,
DA3868000L,Person,09,e28485b1-9312-46f9-aa88-0d83c3d53ef3,
DA3868000L,Person,15,e28485b1-9312-46f9-aa88-0d83c3d53ef3,
DA3868000L,Person,24,e28485b1-9312-46f9-aa88-0d83c3d53ef3,
DA3868000L,Person,60.88,e28485b1-9312-46f9-aa88-0d83c3d53ef3,
DA3868000L,Person,00,e989261b-1e57-4337-9319-8b3c3dd0f135,
MCP25880011,Person,13,e1b67c75-df20-4b98-ad22-3b69fa223952,
MCP25880011,Person,07,e1b67c75-df20-4b98-ad22-3b69fa223952,
MCP25880011,Person,00,de480c5f-5592-4b42-b0a1-80ef1d2dc756,
ADJ2230016,Person,00,be6e6c6b-d36e-42bb-ba49-2eb5915546cb,
ADJ2230016,Person,00,c26e7233-7433-4260-ba2f-b515782bab10,
MSP5820005R,Person,21,95767cee-9f2c-4bd1-a5ce-86dd717e587b,
MSP5820005R,Person,39.88,95767cee-9f2c-4bd1-a5ce-86dd717e587b,
MSP5820005R,Person,07,95767cee-9f2c-4bd1-a5ce-86dd717e587b,
MCP2516000N,Person,07,9cc8e489-be7c-4bc5-9cde-6c4f74d246d3,
ADD7210024,Person,26,40a7791f-75b4-409d-a114-7c2961b815bc,
ADJ2280011,Person,00,9b6709eb-9270-41e7-aedd-d76ca55fae7e,
AC1222003X,Person,00,0e12cf01-17cf-4fb9-929a-11e4cb27f108,
AC1222003X,Person,00,0f395d4c-db44-435b-ba39-3e8480fb69a4,
AE5714001B,Person,00,f91b3301-3689-4f44-af7f-3cef6ee14a60,
AE4879000T,Person,22,5ccd9d81-a590-43ad-926a-7d8178ca5a13,
AE5714001B,Person,00,44f62728-ad53-4704-8bd0-50a7899f9669,
AE4879000T,Person,60.88,5ccd9d81-a590-43ad-926a-7d8178ca5a13,
AE4879000T,Person,07,5ccd9d81-a590-43ad-926a-7d8178ca5a13,
ADJ7040002,Person,13,f437c36b-7b87-4562-a82d-29aeb5e76e45,
MSP6052004Y,Person,22,25bdd970-4660-410a-b0d7-8ad86847beb8,
MSP6052004Y,Person,21,25bdd970-4660-410a-b0d7-8ad86847beb8,
MSP6052004Y,Person,60.88,25bdd970-4660-410a-b0d7-8ad86847beb8,
MSP6052004Y,Person,07,25bdd970-4660-410a-b0d7-8ad86847beb8,
EE0106000Y,Person,00,3591c350-b2fa-46a4-9284-a3ef284408b8,
EE0106000Y,Person,07,96139603-655b-421a-b47b-4b2d36be6ae9,
MSP6165005X,Person,00,7f18d6b0-0289-437d-a1c4-e6e87f278b89,
MSP6165005X,Person,00,40ffcfe1-639b-4030-a827-0cacf3a4edee,
MCP2046004G,Person,70.88,15915f15-e014-4931-9817-737ab75e9885,
ZF0472000S,Person,07,d7a53ceb-03ff-4515-b98d-7b36b717f13e,
ZF0472000S,Person,13,d7a53ceb-03ff-4515-b98d-7b36b717f13e,
ZF0472000S,Person,00,3fb29cd7-a329-40e7-9162-202f67250694,
ZF0472000S,Person,00,d182899d-07ea-4529-8d67-889ed2b2df0a,
MSP62260022,Person,00,82847982-7480-40b7-9f49-6b2d833a3bb6,
MSP62260022,Person,00,a578739b-9c1c-4432-bdfc-5a24562f87cf,
DA39650004,Person,12,3f8be229-dece-4077-ac25-42c7e4243e23,
DA39650004,Person,11,3f8be229-dece-4077-ac25-42c7e4243e23,
EA99430008,Person,07,57dea515-849a-433f-80b9-59c4e9d14514,
EA99430008,Person,11,57dea515-849a-433f-80b9-59c4e9d14514,
EA99430008,Person,60.88,57dea515-849a-433f-80b9-59c4e9d14514,
EA99430008,Person,00,a6fe709b-80a7-4093-9fff-50a154f17b3c,
DA3952000M,Person,11,84b16598-5133-41d4-9c44-042d691f51e7,
DA3952000M,Person,00,56d0973d-95f5-48a8-ae0f-b4f0a597afae,
MCP2831000Z,Person,00,5036d0fa-9dd1-421c-aa59-7f72b67f9b9e,
BX4142000J,Person,00,f41efc60-edfa-4e5f-9c0c-829b60136c1c,
CB5817000Z,Person,21,097cc184-99e8-4cd8-8c13-b638de680bf2,
CB5817000Z,Person,00,a1c0996c-d7b6-4223-bd80-05cd0c4353ea,
MSP5679008T,Person,21,f83ca30d-a2bd-45cb-8dc1-49bd96b91de4,
MSP5679008T,Person,22,f83ca30d-a2bd-45cb-8dc1-49bd96b91de4,
MCP1221001H,Person,07,67340674-9077-45ad-bcc7-a0d683a75009,
MCP1221001H,Person,11,67340674-9077-45ad-bcc7-a0d683a75009,
MCP1221001H,Person,09,67340674-9077-45ad-bcc7-a0d683a75009,
MCP1221001H,Person,23,67340674-9077-45ad-bcc7-a0d683a75009,
MCP1221001H,Person,24,67340674-9077-45ad-bcc7-a0d683a75009,
MCP1221001H,Person,00,d68da8d5-a152-4fda-80de-20dbd3aa27ab,
MCP1221001H,Person,00,1feddf7e-d8ec-41e6-9069-e1d1b6d036df,
CE4448000F,Person,00,80be56bb-1782-4a05-9e0e-42c6a3a7c0fb,
CE4448000F,Person,00,fd52291c-17bc-4711-9e9f-06959d741d77,
ZR0268001D,Person,00,f50528df-d85f-42ae-ba66-5f8fcb06c2c9,
DA39650004,Person,00,4d976a69-00c3-46f4-8321-c55da24a1d4c,
CB5525000D,Person,00,48b656dc-a315-4235-a87d-09ddc2c9df79,
AE56710019,Person,00,7c0abd6b-38ce-497a-b046-3fc8a45cf681,
MSP6305004C,Person,00,dc89609b-2e68-40e4-93d7-f70b832ad6d9,
MSP6561000M,Person,00,e52ce9af-1a77-4d9a-9fe4-05303fae39e5,
MSP6561000M,Person,00,11a30bb5-603e-457f-a0d0-94539666f402,
MSP6561000M,Person,00,7d2bff4a-dc14-43fb-92ab-c5ba7eee4d2a,
EJ7837000V,Person,09,83a8aa43-e577-488a-84e0-0f5e94d676fc,
EJ7837000V,Person,00,9d0a1df0-8177-49d9-bda2-9d1677842052,
CBPD0082000C,Person,21,26cea23d-b536-4db4-ab23-cbcf0b94d926,
CBPD0082000C,Person,60.88,26cea23d-b536-4db4-ab23-cbcf0b94d926,
AC2066000X,Person,00,c180a0c0-1c8c-473b-9f12-d1e1f8dfacd8,
AC2008001K,Person,21,2cbb349c-89b1-4740-90f7-33e11b669600,
AC2008001K,Person,39.88,2cbb349c-89b1-4740-90f7-33e11b669600,
AC2008001K,Person,73.88,2cbb349c-89b1-4740-90f7-33e11b669600,
AC1984001J,Person,74.88,fad25be8-5863-457b-8ce7-00af63a55cf3,
AC1984001J,Person,73.88,fad25be8-5863-457b-8ce7-00af63a55cf3,
ZU7851000N,Person,00,5d5f3099-8ee9-4982-bc1d-ab0039a27d6c,
ZU7851000N,Person,00,7cba96ec-91c2-4d8d-8c8e-3de2614fe01e,
ADJ445000W,Person,75.88,50e3fdf0-924a-40ea-9eda-ded8dee682ed,
AE4535000W,Person,15,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
AE4535000W,Person,09,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
AE4535000W,Person,21,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
AE48640009,Person,18,d7a13526-de8b-4331-9ded-249d3bcc3278,
AE48640009,Person,21,d7a13526-de8b-4331-9ded-249d3bcc3278,
AE4535000W,Person,18,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
AE4535000W,Person,23,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
AE4535000W,Person,60.88,2995ea9c-66fa-46c2-a08d-00faf2b811b1,
