REPORT_NO,CONTRIB_TYPE,CONTRIB_CODE,PERSON_ID,VEHICLE_ID
AC1048000W,Person,07,11fce3da-f099-4824-85ec-550267358634,
AC1048000W,Person,00,6f41784e-d1b0-4663-932b-169cd5400f8c,
CT8278000F,Person,15,2435ba25-b850-41af-92e5-cb114b3376c0,
CT8278000F,Person,07,2435ba25-b850-41af-92e5-cb114b3376c0,
CT8278000F,Person,02,2435ba25-b850-41af-92e5-cb114b3376c0,
MSP5832002F,Person,21,79eb56f7-793f-459c-8944-a8dd24d8b538,
DA38880006,Person,15,bba191f1-f7aa-47c6-a9b3-b4fc78c34cc6,
DA38880006,Person,11,bba191f1-f7aa-47c6-a9b3-b4fc78c34cc6,
DA38880006,Person,09,bba191f1-f7aa-47c6-a9b3-b4fc78c34cc6,
ZJ0373000B,Person,00,74b6fb78-1aff-4d24-a031-6d12f449ede6,
ZW0120000F,Person,21,b46d8c7f-8cd6-4454-b0cf-9f22b197d961,
MSP6157004B,Person,25,d52f86f3-4949-40e3-b8ef-eee9e551a673,
ADF990000D,Person,07,9dc77a78-be3f-4494-8872-a8a1145aedf2,
DA3629000H,Person,00,6fea6143-eb70-4d91-9bc9-cfbe1069e207,
CB58180006,Person,21,85834abd-60f9-4fb8-8ab4-f82104da7bef,
CB58180006,Person,07,85834abd-60f9-4fb8-8ab4-f82104da7bef,
AE54250003,Person,07,0142aa34-d623-43e6-ab6a-8b38b13c2141,
AE54250003,Person,09,0142aa34-d623-43e6-ab6a-8b38b13c2141,
MSP50190013,Person,07,5389b9f7-abcb-4980-8541-5ab58f8d4382,
MSP50190013,Person,60.88,5389b9f7-abcb-4980-8541-5ab58f8d4382,
MSP50190013,Person,23,5389b9f7-abcb-4980-8541-5ab58f8d4382,
AE54810007,Person,00,15dc1ace-0262-427b-ab48-5ac5bc1a1624,
MSP6502000L,Person,07,e8021a2d-9834-4a16-b04c-d06cbb78d082,
MSP6502000L,Person,60.88,e8021a2d-9834-4a16-b04c-d06cbb78d082,
MSP6502000L,Person,39.88,e8021a2d-9834-4a16-b04c-d06cbb78d082,
MSP6502000L,Person,21,e8021a2d-9834-4a16-b04c-d06cbb78d082,
DA37370003,Person,00,ebeb25b5-8542-46d7-8d92-14ccefbcc505,
AE41340012,Person,07,7b87baa6-44b8-453f-87f7-a57ed562ec89,
AE41340012,Person,23,7b87baa6-44b8-453f-87f7-a57ed562ec89,
AC13730017,Person,00,dae4a584-cf7c-4f85-ae60-a751732b85c4,
AC13730017,Person,00,8e85e8ff-1591-464c-9ecb-92a4a4455c8b,
MSP5184001X,Person,21,065bf100-d3fd-42b1-8938-5f97884c7d9f,
MSP5184001X,Person,07,065bf100-d3fd-42b1-8938-5f97884c7d9f,
MSP5184001X,Person,22,065bf100-d3fd-42b1-8938-5f97884c7d9f,
MSP5184001X,Person,00,73e9ceb3-4993-4b4e-9118-98dec71c9fbf,
AE47270019,Person,00,f1bd6dd9-b7c0-4367-b2f8-c60e0bb11907,
DA28950003,Person,07,284f8c7f-e2c3-488d-8304-310418a3009d,
DA28950003,Person,14,284f8c7f-e2c3-488d-8304-310418a3009d,
DA28950003,Person,11,284f8c7f-e2c3-488d-8304-310418a3009d,
MCP26760012,Person,11,b60f4a1c-3b37-4ef3-b030-310695df9666,
MCP26760012,Person,07,b60f4a1c-3b37-4ef3-b030-310695df9666,
DM8439000C,Person,00,7b98562d-3e89-4367-855e-c3c1fb24d12c,
CB4707000W,Person,25,2d0fb548-9d5e-4b35-8f4b-d7bade7a6926,
DA36110006,Person,13,ca1b386b-b0bd-494d-8ecd-023e775585a2,
DA36110006,Person,07,ca1b386b-b0bd-494d-8ecd-023e775585a2,
DA36110006,Person,00,36ad01d3-1b22-4e2f-8571-70c187518ece,
MCP1382001T,Person,11,cabe5c02-dbab-42aa-ad01-06919db084d2,
MCP1382001T,Person,00,f369f191-bc3b-4dae-b316-d814c0ca59db,
AE46640005,Person,75.88,b8672c0f-1cf4-4419-9a32-af1d8ad74fa2,
AE46640005,Person,39.88,b8672c0f-1cf4-4419-9a32-af1d8ad74fa2,
AE46640005,Person,25,b8672c0f-1cf4-4419-9a32-af1d8ad74fa2,
ADJ5950004,Person,00,77b286f0-18bc-45a3-8c58-35f0c0277cf1,
ADJ4450002,Person,07,62c20329-12f6-4d66-94d1-ed60052ba696,
MCP2712000F,Person,60.88,b4a67ee1-4561-4320-a3b6-6a129a705998,
MCP2712000F,Person,07,b4a67ee1-4561-4320-a3b6-6a129a705998,
ZD5782000H,Person,00,85283bc1-50df-424c-bfd3-b1632b7c76d2,
ZK02040005,Person,39.88,0c9dd2f9-db96-4d6c-928e-539d784c2c44,
ZK02040005,Person,09,0c9dd2f9-db96-4d6c-928e-539d784c2c44,
ZK02040005,Person,21,0c9dd2f9-db96-4d6c-928e-539d784c2c44,
ZK02040005,Person,07,0c9dd2f9-db96-4d6c-928e-539d784c2c44,
DA3405000B,Person,00,af15c192-b347-4e0c-8078-095324e333aa,
AE4722000B,Person,07,c2465928-97e2-48cf-ba9e-cd0044e0eefe,
AE4722000B,Person,14,c2465928-97e2-48cf-ba9e-cd0044e0eefe,
AE4722000B,Person,21,c2465928-97e2-48cf-ba9e-cd0044e0eefe,
AE4722000B,Person,00,931742ab-9496-4e5c-a130-ab9091184c35,
DD5539000N,Person,60.88,6098d6cd-11cf-4ae3-b744-9c440593a766,
DD5539000N,Person,21,6098d6cd-11cf-4ae3-b744-9c440593a766,
DD5539000N,Person,26,6098d6cd-11cf-4ae3-b744-9c440593a766,
ZK02040004,Person,07,89c511e3-df5e-47d1-a4de-2237d9988d05,
ZK02040004,Person,09,89c511e3-df5e-47d1-a4de-2237d9988d05,
ZK02040004,Person,39.88,89c511e3-df5e-47d1-a4de-2237d9988d05,
ZK02040004,Person,21,89c511e3-df5e-47d1-a4de-2237d9988d05,
MSP6464000C,Person,00,b036679b-e752-4f44-9245-1fd703dfeee2,
MCP2816000Y,Person,11,7c67ec96-b701-4eed-98cd-8421db53c347,
MCP2816000Y,Person,60.88,7c67ec96-b701-4eed-98cd-8421db53c347,
ZJ04030005,Person,21,da8f95b5-7da3-4299-81ae-796dd8805a18,
AJ01140009,Person,00,f296789e-6964-49b7-9980-62cf82aae317,
ZD4688000L,Person,00,965608ab-2e1b-4a52-8583-f87ad94c3c85,
AE56550006,Person,09,1647db45-aaf2-4344-873e-6e947186cffa,
AC1639000F,Person,21,5ec0ae25-cfc1-484c-a753-860a8f0f79ee,
ADJ390000G,Person,00,51a1b07f-6209-4a05-916c-3a978853cf13,
MCP2357000N,Person,00,39408817-53c6-447b-8d1a-175451805fbb,
MSP64680006,Person,00,557e514e-fb6f-474e-8134-457056652d97,
MSP63110007,Person,11,9682bbee-17d0-486c-9e62-80bcdb628b8b,
MSP63110007,Person,07,9682bbee-17d0-486c-9e62-80bcdb628b8b,
MSP63110007,Person,00,dea46776-34bf-4794-9596-aed5e6231cec,
MSP6036005M,Person,07,200577ff-64c3-4152-866a-654617ca6117,
MSP6036005M,Person,21,200577ff-64c3-4152-866a-654617ca6117,
MSP6036005M,Person,60.88,200577ff-64c3-4152-866a-654617ca6117,
MSP6156001Z,Person,70.88,b07e19f5-dbb6-4cce-b788-e4d6ea2204dd,
MSP6156001Z,Person,11,b07e19f5-dbb6-4cce-b788-e4d6ea2204dd,
MSP6156001Z,Person,00,8679e966-aa9b-4387-9b3e-7d73271c1d75,
MSP6049008H,Person,60.88,1ede7782-4b6f-4fe5-8889-f17ca335d450,
MSP6049008H,Person,22,1ede7782-4b6f-4fe5-8889-f17ca335d450,
MSP6049008H,Person,00,23ba028b-c65d-4c1f-9b2d-81e6c48c9bea,
MSP64900009,Person,60.88,05a40038-d669-495c-b227-3cca18150292,
MSP64900009,Person,39.88,05a40038-d669-495c-b227-3cca18150292,
MSP64900009,Person,06,05a40038-d669-495c-b227-3cca18150292,
MSP62770045,Person,60.88,c17e3b0b-3425-42a3-abc5-18e19792cda4,
MSP62770045,Person,22,c17e3b0b-3425-42a3-abc5-18e19792cda4,
MSP62770045,Person,21,c17e3b0b-3425-42a3-abc5-18e19792cda4,
MSP62770045,Person,07,c17e3b0b-3425-42a3-abc5-18e19792cda4,
MSP55130010,Person,07,5f06bbf1-87f3-49f7-88d8-fe1c03ff436b,
ADJ2410004,Person,06,99f15ab4-03da-43ef-83dc-9b9a170d651d,
ADJ2410004,Person,00,4f161198-8882-434e-a330-31574d010148,
MSP5397003K,Person,60.88,5e0097ff-4cc5-479a-a311-82860080421a,
MSP5397003K,Person,09,5e0097ff-4cc5-479a-a311-82860080421a,
AC1694000L,Person,00,19d8356a-81c8-459b-9903-0ba871e6bde6,
MSP51750015,Person,07,910210a3-493f-4a8f-9fff-ad5a1d150548,
MSP51750015,Person,60.88,910210a3-493f-4a8f-9fff-ad5a1d150548,
MSP51750015,Person,00,fb682255-665f-4620-92e4-4f9c4b5ec0cb,
ADJ0130007,Person,07,79973e94-ae83-45fe-9b3e-86456d115fb6,
ADH9910011,Person,07,f3bd9a5c-ca1f-4722-abfa-1d0539815b6b,
ADH9910011,Person,11,f3bd9a5c-ca1f-4722-abfa-1d0539815b6b,
ZJ0456000R,Person,00,19e789db-a245-4c66-babb-e9b113e2ae7d,
MSP6079002N,Person,09,f43db46b-7b7b-48cb-bfbc-af810bc56a82,
MSP6079002N,Person,07,f43db46b-7b7b-48cb-bfbc-af810bc56a82,
MSP6079002N,Person,22,f43db46b-7b7b-48cb-bfbc-af810bc56a82,
MSP6079002N,Person,21,f43db46b-7b7b-48cb-bfbc-af810bc56a82,
MSP6079002N,Person,00,55a8b2fc-c649-4155-b38c-74943fa2cda8,
MSP6079002N,Person,00,e06106d6-0cc2-4ff0-8bf2-8186c2784888,
ADI2620002,Person,70.88,8e2ad770-76e0-4c1a-87a6-42827385bfc4,
DA37160005,Person,00,30a8ccf3-56d2-4a55-b787-6c0238f5e469,
AE5607000M,Person,00,3b480974-0843-4a98-85b4-e8b510052813,
DA37160005,Person,07,71caf641-0d53-48e0-9b8d-31205d13d63b,
DA36890009,Person,07,543910dc-cee5-4f65-bb5a-2f6cc6b7c513,
ADI8320005,Person,00,b4fe242c-56fe-441c-bd39-b2ef787de7b3,
ZH0526000D,Person,00,ac7e5a0a-0f4e-4c1b-99ca-24d61d5252d0,
MCP15750023,Person,23,9005da03-8502-4fef-8887-9d81aff71e84,
MCP15750023,Person,11,9005da03-8502-4fef-8887-9d81aff71e84,
MCP15750023,Person,07,9005da03-8502-4fef-8887-9d81aff71e84,
MCP15750023,Person,00,eaeb643f-70a2-418c-a621-c1d68d2a3624,
MCP2687000L,Person,07,4a6203d9-f34a-457f-bc71-f9bd2e5e8482,
MCP2687000L,Person,00,3e5a51b8-91d6-4f0c-84d1-1e458823b833,
AE55050007,Person,75.88,04bdee1e-2a57-4111-afa6-f640fccf96e6,
AE55050007,Person,60.88,04bdee1e-2a57-4111-afa6-f640fccf96e6,
AE55050007,Person,19,04bdee1e-2a57-4111-afa6-f640fccf96e6,
AE55050007,Person,07,04bdee1e-2a57-4111-afa6-f640fccf96e6,
ZW00250006,Person,00,45813f02-8bd2-44c2-8dfb-543d17868af1,
AE55340009,Person,00,870100e8-eb71-4a83-930f-fb542a5429a7,
AE55340009,Person,00,8d8040be-8a03-4b68-8961-71c8882a5547,
MCP2504000H,Person,00,9b819229-c869-404b-b838-b2f933e5f1a8,
MCP2504000H,Person,07,fb1c7f96-8c27-4dc5-98ae-4de90919ecec,
MSP62920015,Person,00,2b44decb-83a1-4428-8c54-0da4b2c13249,
MSP62920015,Person,00,6a5c141b-59bf-48d5-9d85-38e72d207280,
AC1993000Y,Person,00,07870935-de76-4403-ae06-2a89541f9684,
AC1993000Y,Person,00,d8ce2ec3-b41f-4184-bb77-d8da944dd57a,
ADH2680005,Person,00,3a540beb-88a1-4409-a06b-948dc8543754,
MCP1378003W,Person,00,9b3d00a9-1391-47b2-9b34-0b27f701b3d9,
MCP20970003,Person,21,f7e2eb93-1a70-46b9-9530-a7a789581296,
MSP5781002T,Person,00,a724101a-898e-4a67-a6b2-7ae86836db62,
AE5279000C,Person,07,22fe631e-4dfa-4a72-ab02-7ec13a479ea2,
AE5279000C,Person,00,60b9591c-46a4-438d-b564-6f6ae115b16b,
MCP20590015,Person,21,5cd2ff3e-1597-44ab-9661-29086294e7cc,
AC1492000N,Person,73.88,007d55bb-7503-429f-a1d5-e400f80702b4,
AC1492000N,Person,21,007d55bb-7503-429f-a1d5-e400f80702b4,
MSP63810015,Person,01,c93120f1-3a8d-4787-80ae-fab6db96bee7,
MCP2665000T,Person,00,78595e29-2dc8-41b5-9649-d147cb9c60af,
MCP2665000T,Person,11,60b169ff-97e4-44ca-847c-4aeb0476e4ea,
MSP54660046,Person,00,89823d6e-822f-41a9-b41a-b0381cb1e281,
AE50080004,Person,00,ff845edb-3388-410f-b5c0-33f2714e2485,
MSP54660046,Person,22,c4d36d0b-c419-4496-aff1-23938b0ac909,
MSP54660046,Person,07,c4d36d0b-c419-4496-aff1-23938b0ac909,
MSP54660046,Person,70.88,c4d36d0b-c419-4496-aff1-23938b0ac909,
MSP54660046,Person,60.88,c4d36d0b-c419-4496-aff1-23938b0ac909,
BW01160019,Person,07,620e6c68-d920-4ac1-aaec-59710fc0efe0,
BW01160019,Person,22,620e6c68-d920-4ac1-aaec-59710fc0efe0,
BW01160019,Person,21,620e6c68-d920-4ac1-aaec-59710fc0efe0,
ZR02150005,Person,39.88,222259fd-637a-469d-a1fb-2c2ed87728ea,
ZR02150005,Person,15,222259fd-637a-469d-a1fb-2c2ed87728ea,
AE26320015,Person,00,dcce3d2e-6547-46bc-b4b7-9ceb15641271,
DA3888000K,Person,00,6368d8dc-0046-422d-afa6-0b2cd180ed8e,
MCP2698000L,Person,00,82e403aa-e408-43ff-985d-5247c2d43f82,
ADG445000K,Person,11,1a7c5c81-9a23-4780-afaf-ff4b0293beb3,
ADG445000L,Person,25,36517769-4d46-4794-8fbd-3da01188fa1d,
MSP60090034,Person,07,a9a0e81f-d22c-40e7-adef-df11dbe610a5,
MSP60090034,Person,39.88,a9a0e81f-d22c-40e7-adef-df11dbe610a5,
MSP60090034,Person,60.88,a9a0e81f-d22c-40e7-adef-df11dbe610a5,
MSP63670040,Person,00,792609b3-c99f-4b09-b108-4ceb482bec50,
MSP0412001M,Person,00,e5b5254f-9585-4e86-a4f5-00364238a884,
ADI3610001,Person,07,dc912e62-c1bc-4d4b-802b-08ea1e84670e,
ADI7440001,Person,00,dafbeb5b-a07d-4714-b320-8c492d54d8fc,
AE56640004,Person,11,7982f5ee-507f-412a-b166-f22672247679,
AE56640004,Person,07,7982f5ee-507f-412a-b166-f22672247679,
AE56640004,Person,00,35a086ba-bb5a-4b95-9418-d35490c16683,
ZH05980007,Person,00,f783b9e6-1996-4776-82a1-cce7ad4d9aad,
BS0367000J,Person,11,2e0ecfe8-cc29-4698-bc4d-8dbea22c9b16,
ADJ2950003,Person,00,d695d1f6-835c-4424-ba55-5ad3290d2e19,
MSP63760017,Person,39.88,b7aa9770-2528-43c3-af90-715a7166d7c8,
MSP63760017,Person,07,b7aa9770-2528-43c3-af90-715a7166d7c8,
MCP2896000G,Person,00,d05ba71e-8ef3-48af-908b-9039a3c1ba28,
MCP2896000G,Person,22,fc16624b-3084-4a78-874d-85a9e66238c7,
MSP4711000V,Person,60.88,ab74516d-2333-49d9-9cd9-b28fc225369d,
MSP4711000V,Person,39.88,ab74516d-2333-49d9-9cd9-b28fc225369d,
MSP4711000V,Person,14,ab74516d-2333-49d9-9cd9-b28fc225369d,
MSP4711000V,Person,07,ab74516d-2333-49d9-9cd9-b28fc225369d,
MSP4711000V,Person,09,ab74516d-2333-49d9-9cd9-b28fc225369d,
DA34510002,Person,00,17dbd724-0b6b-4dcc-9392-205ab14f4ce0,
CB5824000L,Person,08,a03ea573-6a20-4747-b7ba-50459bef140a,
MSP6048004X,Person,07,9fe9d3b1-6c0e-4d11-b3f4-63378b7bcf97,
MSP6048004X,Person,73.88,9fe9d3b1-6c0e-4d11-b3f4-63378b7bcf97,
AE50130004,Person,07,31307fbc-dd91-404f-b9b4-88ad58a15de4,
CB5457000B,Person,00,6b630af6-1452-4f83-af3c-a9836cb94f3f,
CB5457000B,Person,00,fbc43d2c-cbe8-4613-855e-0c2cf66f8253,
CBPD0063000G,Person,07,03481779-062b-4e91-bdec-ecd426fcee16,
CBPD0063000G,Person,60.88,03481779-062b-4e91-bdec-ecd426fcee16,
CBPD0063000G,Person,15,03481779-062b-4e91-bdec-ecd426fcee16,
CBPD0063000G,Person,09,03481779-062b-4e91-bdec-ecd426fcee16,
CBPD0063000G,Person,11,03481779-062b-4e91-bdec-ecd426fcee16,
CBPD0063000G,Person,00,3a6164a5-cd52-45b4-8f65-237d60d56fc7,
MSP6225002Y,Person,60.88,3590ded6-1097-4fcf-8719-27f41a66484c,
MSP6225002Y,Person,07,3590ded6-1097-4fcf-8719-27f41a66484c,
DD5508000P,Person,00,8c7e77d4-3c5b-417a-a5c7-a0ba66edbf83,
DD5508000P,Person,22,973e7cfb-7e93-41be-ab94-c4f65535c526,
AE5237000D,Person,73.88,12abe55b-bd61-49c8-891f-f8f7d580f342,
AE5237000D,Person,60.88,12abe55b-bd61-49c8-891f-f8f7d580f342,
AE5237000D,Person,21,12abe55b-bd61-49c8-891f-f8f7d580f342,
AE5591000B,Person,00,72b9ef5a-eaf1-4f9c-9083-aaabb9dc7f67,
AE51370005,Person,09,1c0929cf-cc42-4fc9-80b5-81d9a162d38d,
AE51370005,Person,07,1c0929cf-cc42-4fc9-80b5-81d9a162d38d,
AE51370005,Person,02,1c0929cf-cc42-4fc9-80b5-81d9a162d38d,
ZR02620008,Person,60.88,2411e347-411d-4513-983f-47a071f4f3e3,
ZR02620008,Person,11,2411e347-411d-4513-983f-47a071f4f3e3,
ZR02620008,Person,07,2411e347-411d-4513-983f-47a071f4f3e3,
AE56700006,Person,00,8330fe13-68f0-454f-8bf7-561fd276718f,
MSP5649000M,Person,70.88,6ccb644b-23b1-4203-b386-681bb8603da3,
MSP5649000M,Person,60.88,6ccb644b-23b1-4203-b386-681bb8603da3,
MSP5649000M,Person,07,6ccb644b-23b1-4203-b386-681bb8603da3,
MSP5649000M,Person,02,6ccb644b-23b1-4203-b386-681bb8603da3,
AB46300006,Person,00,611bf7eb-2376-4efc-8977-1ffe301ea548,
DA36510007,Person,07,787b5233-51f7-4b23-b9ae-1b85d627753f,
CB58100009,Person,22,d80ab9fe-3e9f-4086-b3a2-c3aa30b08fc8,
CB58100009,Person,07,d80ab9fe-3e9f-4086-b3a2-c3aa30b08fc8,
CB58100009,Person,00,6308080d-177e-44da-a57d-e6f00a721728,
MCP24610003,Person,01,0756d0f9-2417-4c15-969b-86d4bc02cf79,
MCP9379000G,Person,00,56946733-c563-4965-9c53-d3cbe8412705,
MCP24610003,Person,00,ad916782-524f-4f52-ac80-cfc5dcd5ce6a,
AE3900000D,Person,07,0ef34545-b170-47ed-9742-cce8529aafb8,
AE3900000D,Person,11,0ef34545-b170-47ed-9742-cce8529aafb8,
AC15540010,Person,00,62849495-5a82-4274-9e9c-12c7579669a4,
MSP5015000D,Person,07,ab184ed3-7d0d-49e5-a809-4a0fd593e6af,
MSP5015000D,Person,21,ab184ed3-7d0d-49e5-a809-4a0fd593e6af,
MCP13340023,Person,25,0ba1f167-19db-4151-b16b-5e9d2d089d20,
MCP13340023,Person,07,0ba1f167-19db-4151-b16b-5e9d2d089d20,
ZD33380008,Person,00,c336623d-60db-4cc3-a3b6-9dcb6ec17685,
ADJ3760001,Person,00,8af05af3-0ed0-4b46-b21b-9773ebd0d019,
ZL0714000B,Person,00,e6eaa8af-f2b1-4d70-9242-3db156e2b241,
ADJ3760001,Person,07,4af89931-c61a-4671-a178-67be4ecb0dc1,
ADJ3760001,Person,13,4af89931-c61a-4671-a178-67be4ecb0dc1,
ZK01980002,Person,09,88f21c39-7a8d-4207-909b-772d14e43c49,
AC1998000T,Person,21,add1d62e-61da-47d7-942d-8c3f1281b897,
AC1958000B,Person,00,fea3f592-7ee1-4893-b34d-ecf8b1f972eb,
MSP5015000D,Person,22,ab184ed3-7d0d-49e5-a809-4a0fd593e6af,
AJ0128000F,Person,00,edc83fde-e3f7-4443-b229-aa5f56ce3bdf,
ADF7030002,Person,00,64d9341d-948c-4fb9-9668-c61f5c72e758,
ADF7030002,Person,13,26793c74-417e-499f-bbd8-034129c1e6aa,
MCP22390007,Person,00,db695b65-f933-4a50-b221-ec6219d7fb64,
ADI8150002,Person,00,e8b00d82-c5d1-444f-9ad5-d77e3fc01b70,
AE57970008,Person,00,ed650aa2-4d54-43ec-bf8b-ea2c8d148fb3,
AE57970008,Person,00,871843ba-32b4-4bd2-858e-08cd1064410b,
AE55120009,Person,00,2dfcec07-17a3-4ff4-b272-7a508e91a500,
MSP64630009,Person,21,9a3b431e-3d5c-42f7-813a-1115320db6da,
MSP64630009,Person,22,9a3b431e-3d5c-42f7-813a-1115320db6da,
DA39390006,Person,00,a1f0c400-ac06-4792-8945-32156e0a79db,
MSP6156001V,Person,11,38a804bf-fc54-4006-8552-a140ab2ae492,
MCP2046003G,Person,07,5321343d-a7bf-492d-a7a6-40a9191d469a,
MCP2046003G,Person,11,5321343d-a7bf-492d-a7a6-40a9191d469a,
MCP2046003G,Person,00,24fe0a24-83ff-492f-85cf-140d0ee59f92,
AE57460009,Person,00,98ff6ece-91bf-42a5-95f1-bd9baec68875,
MCP2796001D,Person,00,407c0e55-33ee-46fb-86d7-6a93b9053383,
MCP2796001D,Person,60.88,b5fec339-0215-4428-9e97-d45cf33eef41,
MCP2796001D,Person,13,b5fec339-0215-4428-9e97-d45cf33eef41,
MCP2796001D,Person,07,b5fec339-0215-4428-9e97-d45cf33eef41,
MCP12680009,Person,21,2d778ed1-7cad-4596-a31e-7f309b93cc18,
AE50080004,Person,60.88,53c5b9ba-8066-452d-b999-1ce4e2ea4c72,
AE50080004,Person,15,53c5b9ba-8066-452d-b999-1ce4e2ea4c72,
AE50080004,Person,07,53c5b9ba-8066-452d-b999-1ce4e2ea4c72,
